fichier,start,end,text,url
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8307.38,8339.599999999999,"Alors là, ça m'a un peu fait rigoler, parce que quand j'ai cherché la base légale de ça, de l'obligation de vérification du notaire, regardez, je ne mens pas, je ne vous raconte pas de craques, je l'ai noté ici, ça date des articles 3 et 6 de la loi du 25 ventose en 11, pendant la révolution française. Quand j'ai vu ça, je me suis dit que ce n'était pas possible, je me suis frotté les yeux.",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8339.72,8370.18,"Ben si, si, si, si, si. Pas courant, on ne voit pas ça tous les jours, je ne vous le cache pas. Exemple, à Lyon 2021, un notaire a omis de vérifier qu'une maison comportait une extension sans permis de construire. L'acquéreur, confronté à une demande de démolition par la mairie, a engagé la responsabilité du notaire qui a été condamné à indemniser l'acquéreur à hauteur de 25 000 euros pour son préjudice. cour d'appel de Lyon, 5 octobre 2021 alors quand je vous dis à Lyon machin tout ça, soyons clairs",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8370.18,8401.44,"c'est l'affaire a été rendue à Lyon, ça s'est pas passé à Lyon ça s'est passé dans une commune qui était du ressort de la cour d'appel de Lyon, ça a pu se passer je sais pas à Vénitieux, ça a pu se passer à Cassin-la-Méline, ça a pu se passer à je sais pas quelle autre ville proche de Lyon qui est dans le ressort de la cour d'appel de Lyon, à chaque fois que je vous cite vous allez dire, c'est dingue il ne se passe des trucs que à Bordeaux, que à Lyon, que à Marseille ? Non, c'est le tribunal de Lyon qui a rendu cette décision, c'est le tribunal de Bordeaux, enfin la cour d'appel de Lyon",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8401.44,8433.119999999999,"ou le tribunal administratif de Bordeaux, l'affaire a été jugée à Lyon, ça ne s'est pas passé à Lyon le cas précis. Le notaire a donc un devoir d'information et de conseil, il doit informer toutes les parties, vendeurs, acquéreurs, agents immobiliers, noms, de toutes les irrégularités connues ou inconnues, mais décelables dans les documents d'urbanisme. Il doit conseiller l'acquéreur sur les risques associés à l'achat d'un bien irrégulier et ça, c'est particulièrement intéressant",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8433.119999999999,8463.779999999999,"parce que la fameuse petite phrase, l'acquéreur sait, il est au courant, il en fait son affaire personnelle, il se débrouille avec ça, c'est plus possible justement parce que le notaire a plusieurs fois, enfin les notaires ont été condamnés plusieurs fois pour ne pas avoir régulièrement loyalement informer les acquéreurs des risques qu'ils ont pour eux et en fait ça c'est très important parce que le notaire qui disait l'acquéreur est informé de ça il se débrouille avec",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8463.779999999999,8494.46,"non parce que le notaire doit lui dire attention vous pouvez prendre telle amende vous pouvez aller en prison pour telle raison la prison pour l'acquéreur on a vu c'était quand même moins possible attention vous pouvez être condamné à démolir ceci, démolir cela et c'est pour ça que les notaires ne disent plus dans les actes, l'acquéreur en fait son affaire personnelle, parce que pour ça il faudrait qu'ils aient dit clairement à l'acquéreur attention, on peut vous obliger à ce que le notaire ne faisait pas, et comme il a été condamné les notaires ont été condamnés",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8494.46,8530.380000000001,"plusieurs fois ces dernières années c'est véritablement arrivé, parce que même si je vous disais qu'ils sont très peu souvent mis en cause ils le sont quand même de temps en temps et ces dernières années, il y a eu trop de condamnations, ce qui a poussé la chambre des notaires à dire à ses adhérents Attention, c'est fini, on arrête de rigoler maintenant. Voici de nouvelles instructions quant à l'information des acquéreurs. La petite phrase en fait son affaire personnelle, c'est fini, c'était l'époque de grand-papa, on arrête. C'est pour ça que les choses ont évolué côté notaire. Et bien entendu, les notaires ont l'obligation de rédiger leurs actes de manière conforme aux prescriptions de la loi.",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8530.9,8562.259999999998,"Ils doivent s'assurer que l'acte de vente mentionne toutes les irrégularités connues, ainsi que leurs risques, afin de limiter les risques de contention derrière, c'est-à-dire les risques de procès. En 2021, un notaire a oublié, omis d'indiquer dans l'acte de vente que le bien était situé dans une zone Natura 2000, ce qui entraînait normalement des restrictions importantes pour l'acquéreur. Le tribunal a jugé cette omission comme étant une faute professionnelle. Alors je ne sais pas ce qui est arrivé au notaire, par contre je n'ai pas réussi à trouver la nature de la condamnation.",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8564.32,8596.140000000001,"Le notaire lui-même, responsabilité civile, indemnisation des clients, responsabilité pénale, il peut, alors c'est arrivé il y a peu de temps, on en parlait dans le nord de la France, mais également c'est arrivé à Marseille il y a quelques années, trois notaires ont fini en cabane pour avoir fermé les yeux sur des irrégularités commises par des promoteurs immobiliers ils étaient au courant, ils ont fermé les yeux ils se sont fait comme si ils n'étaient pas au courant ils ont fini au beau maître j'imagine qu'ils étaient quand même bien complices",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8596.140000000001,8627.560000000001,"je pense qu'il y avait un petit peu de dessous de table aussi au passage, c'est quand même Marseille il ne faut pas oublier les transitions locales vous allez en Normandie vous prenez un peu de Calvo vous allez dans le nord de la France vous prenez froid vous allez à Marseille vous prenez une enveloppe sous la table c'est comme ça donc il est responsable pénalement également et il est également responsable de sanctions disciplinaires par la commission de discipline et déontologie",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8627.560000000001,8658.44,"de la chambre des notaires je peux vous donner là encore plein d'exemples un notaire toulousain qui a été condamné à 50 000 euros de dommage intérêt envers l'acquéreur pour avoir validé la vente d'un bien avec une servitude non respectée. 50 000 euros. Pas mal, hein ? 2019, à Paris, là, c'est la responsabilité pénale en cas de complicité dans la fraude. Et là, voyons, on ne va pas à Marseille pour la fraude, on va à Paris. Un notaire a été condamné pour complicité de fraude après avoir authentifié une vente. Donc, il lui a donné la force authentique",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8658.44,8689.939999999999,"dont je vous parlais tout à l'heure. Vous imaginez pourquoi le notaire est si sévèrement puni ? parce que lui, il a le pouvoir de dire ça, c'est indiscutable, c'est inscrit dans le marbre. Personne ne pourra le discuter. Donc, quand il triche avec ses responsabilités, il en mange plein le pif. Donc, il a authentifié une vente sans signaler qu'une surélévation réalisée sans permis n'était pas régularisable. Six mois de prison avec sursis, interdiction temporaire d'exercer. C'est mal, hein ? C'est très, très mal. N'oubliez pas, je vous parlais",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8689.939999999999,8722.119999999999,"d'interdiction temporaire d'exercer pour les agents immobiliers quand on faisait la formation sur la déontologie. je vous disais, bon, l'agent immobilier c'est très courant, s'il ne peut plus exercer en son nom avec sa carte professionnelle il peut toujours se débrouiller pour exercer avec la carte professionnelle d'un autre, c'est illégal mais c'est très pratiqué, ça un notaire ne peut pas le faire, il ne peut pas absolument pas si un agent immobilier s'y autorise, à toute illégalité il ne devrait pas sanctions disciplinaires 2021",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8722.119999999999,8752.32,"Marseille, un notaire a été sanctionné par la chambre de notaire pour avoir validé une vente en négligeant des documents essentiels à une zone protégée. Suspension d'un an qui a été confermée par le conseil d'état parce qu'il avait dû faire appel au tribunal administratif puisque toutes les décisions des chambres disciplinaires sont susceptibles d'un recours devant le tribunal administratif c'est une voie spécifique et le tribunal administratif quand vous contestez",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8752.32,8784.26,"la décision du tribunal administratif ça ne va pas à la cour de casation, ça va au Conseil d'État. C'est deux branches différentes. Il y a la branche judiciaire et la branche administrative. Alors, là encore, il y a des bonnes pratiques pour les voies des notaires, mais on ne va pas y revenir. Alors, quelles sont les voies de recours disponibles ? Ça, c'est intéressant. Les voies de recours disponibles, d'abord, contre le vendeur, il y a l'action en garantie des vices cachés. Si l'irrégularité constitue un vice caché, l'acquéreur peut engager une action en résolution de la vente, annulation,",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8784.32,8832.66,"et réduction du prix de vente 2021 Lyon annulation de la vente d'une maison après avoir découvert une extension non conforme non régularisable ensuite il y a l'action pour Dole et là encore ça devient du pénal et en plus du recours contre le vendeur de manière simultanée l'acquéreur peut engager la responsabilité de l'agent immobilier Là encore, Marseille 2019, indemnisation d'un acquéreur pour ne pas avoir signalé que le bien nécessitait une régularisation administrative, négligence dans la vérification des autorités d'urbanisme, condamnation de l'agent immobilier et simultanément recours contre le notaire.",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8832.66,8866.9,"manquement à l'obligation de conseil, vérification etc encore un cas à Bordeaux le notaire a omis de signaler des travaux non conformes injonction de démolition pour l'acquéreur l'acquéreur a attaqué le vendeur l'agent immobilier le notaire le tout simultanément il y a toujours des voies de régularisation on le voyait tout à l'heure lorsque la régularisation est finalement déclarée impossible par les autorités, généralement, ça je vous en ai déjà parlé,",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8867.42,8899.46,"quand c'est déclaré impossible, c'est non pas de la mauvaise volonté de la part de la mairie, quoi que ça peut arriver, on l'a vu notamment à Nanterre, c'est lorsque la construction présente un danger manifeste, un trouble à l'ordre public, c'est-à-dire un trouble à la santé publique, la sécurité publique, l'environnement, etc. Je vous parlais tout à l'heure du danger avec les feux, les incendies d'été pour Inès de la Fressange sur la Côte d'Azur. C'est le cas. Mais si on n'est pas dans un cas comme ça,",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8899.7,8932.16,"en règle générale, tout est toujours régularisable. Il suffit de s'en donner la peine. Donc, on demande un permis de régularisation à la mairie. On va voir la mairie. On va voir, on dit, voilà, j'ai un problème, il y a ça, on est de bonne volonté, on veut résoudre le problème. s'il vous plaît, aidez-nous c'est aussi simple que ça et puis normalement ça se passe bien alors il y a quelques années on a eu un cas un peu particulier parce que c'était juste après les élections municipales, les dernières élections municipales",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8932.16,8963.92,il y a quelqu'un qui vend une maison il y a un truc irrégulier mais manque de bornes c'est une petite commune à la campagne le maire qui venait d'être élu on savait que jamais ils n'autoriseraient la régularisation parce que le vendeur c'était le candidat malheureux aux élections et ils s'en étaient tellement mis plein la gueule tous les deux c'est un peu donc à Millau et Pépone ils s'en étaient tellement foutus,https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8963.92,8994.900000000001,plein le pif que le vendeur disait non on ne peut pas régulariser la mairie ne l'acceptera jamais parce que maintenant on est ennemis à mort bon plus à part ce genre de cas en théorie c'est régularisable il faut s'en donner la peine tout simplement alors la régularisation c'est une régularisation par voie amiable on demande à la mairie notamment pour les infractions mineures ça pose généralement aucun problème lorsque la régularisation administrative est refusée on peut toujours faire une action devant le tribunal administratif,https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,8994.900000000001,9027.42,"et dire la mairie ne veut pas régulariser telle chose aidez-moi, forcez la mairie et le tribunal administratif peut finalement donner raison comme en 2019 à Lyon le propriétaire a obtenu bien cause devant le tribunal administratif pour régulariser une extension non conforme après avoir démontré que les modifications exigées par la mairie étaient excessives impossibles à mettre en oeuvre et on peut bien entendu lorsqu'on n'arrive pas à régulariser faire les travaux correctifs c'est à dire modifier pour que maintenant ça corresponde au PLU",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9027.42,9059.04,"on peut abaisser une clôture on peut changer une fenêtre on peut faire plein de choses alors il peut y avoir des limites à la régularisation comme on vient de le voir et on ne peut pas du tout régulariser c'est les travaux en zone protégée les infractions graves affectant la sécurité de l'environnement, la sécurité publique etc ça on en a déjà parlé c'est pas c'est pas tellement un sujet à recreuser par contre si on peut revenir",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9059.04,9092.98,rapidement comme ça on finit et vous avez passé trois heures avec moi ça vous fait une heure supplémentaire pour la loi allure si on peut revenir rapidement sur les prescriptions attendez parce qu'il faut que je le retrouve dans mon petit document pendant ce temps là n'hésitez pas n'hésitez pas à poser des poser des questions je suis là je le trouve pas les,https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9092.98,9123.42,prescriptions je suis en train de chercher dans mon document n'hésitez pas du tout à poser des poser des questions à maintenant vous avez un écran noir pourquoi qu'est ce que j'ai fait qu'est ce qui se passe pourquoi mon écran noir les amis pourquoi j'ai ça pourquoi j'ai un écran noir enfin vous avez un écran noir c'est pas moi vous avez un écran noir alors attendez,https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9123.42,9164.54,"normalement c'est 4.2.5 Je ne sais pas pourquoi vous avez un écran noir. Je vais réinitialiser le truc, soyez tranquilles. Je vais réinitialiser le partage. Non, c'est 4.3.2.",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9164.86,9195.38,"Je fais n'importe quoi. 4.3.2. Voilà, des prescriptions. parce que Isabelle a posé une question à ce sujet tout à l'heure par contre pourquoi vous ne voyez pas ah ah ah ah ça bouge bouf bouf c'est revenu ok les prescriptions",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9195.38,9225.74,je n'avais pas prévu dans le petit truc là alors je vous avouerai que j'ai utilisé un outil que je ne maîtrise pas pour faire j'ai utilisé l'outil automatique dans Word il y a un outil automatique dans Word qui reprend tout ce que vous avez écrit et qui vous extrait le plan et j'ai voulu faire un copier-coller du plan dans PowerPoint c'est après Martine à la plage et à Nicolas découvre le pack office ça n'a pas super bien marché c'est pour ça que c'est vilain,https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9225.74,9255.84,"il y a des moments où il y a le logo il y a des moments où il n'y a plus le logo moi vous savez sans Mathieu je ne sais pas faire mes lacets c'est une certitude, vous le savez alors parlons rapidement des prescriptions si vous voulez bien parce que Isabelle a posé la question tout à l'heure en droit quasiment tout est prescriptif c'est à dire qu'au bout d'un certain délai une situation qui posait problème finit par ne plus poser problème, on va pas rentrer sur l'imprescriptibilité l'imprescriptibilité pardon",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9255.84,9286.8,"des crimes contre l'humanité, des crimes contre la paix etc, en droit il y a une prescription pour tout vous devez de l'argent à quelqu'un au bout d'un certain moment, s'il n'a pas fait ce qu'il fallait vous ne lui devez plus d'argent vous avez zigouillé votre grand-mère vous l'avez enterré dans la forêt au bout de 10 ans, si personne ne sait que c'est là c'est bon, vous pouvez arriver en disant c'est moi qui ai mangé mémé il n'y a plus de sanctions possibles il ne s'agit pas de discuter ici de la légitimité des sanctions en matière pénale ou pas tout est soumis à prescription",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9286.8,9317.02,"parce qu'on considère qu'avec le temps les situations se tassent et à un moment il faut passer à autre chose c'est pareil pour les infractions d'urbanisme, il y a des périodes de prescriptions pour tout y compris pour les irrégularités d'urbanisme alors le problème des prescriptions c'est qu'il y a toujours des événements qui sont susceptibles de faire repartir les délais à zéro, c'est pour ça que les prescriptions c'est quasiment une science en soi au sein du droit et il y a des experts, des spécialistes en prescriptions des avocats qui sont",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9317.02,9350.18,"spécialisés là-dedans, avant c'était les avoués mais les avoués n'existent plus, aujourd'hui les avoués sont devenus avocats et les anciens avoués qui sont devenus avocats sont consultés régulièrement par leurs confrères justement sur les procédures civiles et les prescriptions civiles, ils sont très très forts pour ça. Alors la prescription varie selon la nature de l'infraction, la gravité des travaux concernés et la localisation parce qu'on est en secteur protégé, pas en secteur protégé, etc. Là encore c'est le code de l'urbanisme qui qui réglemente ça, ainsi que le code pénal.",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9350.94,9381.88,"Alors, il y a des prescriptions pour plein de choses. Premièrement, pour les poursuites pénales, à partir de combien de temps est-ce qu'on ne peut plus vous poursuivre pénalement ? Pénalement, ça veut dire tribunal, amende, prison. Alors, la prescription pour infraction pénale aux règles d'urbanisme et de 6 ans au bout de 6 ans vous n'êtes plus attaquable",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9381.88,9418.3,"enfin condamnable pénalement à partir de 6 ans mais qui court quand ? qui court à l'achèvement des travaux irréguliers les 6 ans commencent à courir au jour de l'achèvement des travaux irréguliers 6 ans après vous êtes à l'abri attention Si les travaux se poursuivent sur une longue période, le délai commence à courir plus tard, plus tard, plus tard, à l'achèvement définitif, tout au bout. Tant qu'on a la tige en fer sur le toit de la maison, ça continue à courir.",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9419.76,9451.24,"En 2020, à Marseille, un immeuble construit légalement en 2012 a échappé aux poursuites pénales, car le délai de six ans était écoulé. Cependant, l'administration a pu engager une action civile pour mise en conformité, car la prescription diffère en la matière. Donc, c'est la prescription pénale. La personne qui avait construit l'immeuble a dit, « Ah ben non, ça fait plus de six ans que je suis à l'abri, vous ne pouvez plus me mettre en prison. » Oui, mais ça ne veut pas dire qu'on ne peut pas t'attaquer différemment. Et là, on passe à la prescription administrative.",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9451.8,9482.34,"La prescription administrative, c'est dix ans. l'administration dispose de 10 ans pour exiger la régularisation ou la démolition des travaux irréguliers là encore le délai commence à courir à compter de l'achèvement des travaux 2019 à Lyon, une extension de maison réalisée sans permis en 2010 a fait l'objet d'une injonction de mise en conformité en 2018 la mairie ayant exercé son droit dans le délai de 10 ans prévu par l'article machin truc, elle a eu raison ensuite",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9482.34,9527.76,"Je vous disais au-dessus que la prescription peut dépendre de la zone. Dans les secteurs protégés, les secteurs sauvegardés, patrimoniaux remarquables, les monuments historiques, etc. Certaines infractions graves sont imprescriptibles. Ce sont les altérations et les destructions. En 2021, à Paris, un promoteur ayant détruit une partie d'un immeuble inscrit dans un secteur sauvegardé en 2005 a été poursuivi pour atteinte au patrimoine. La prescription ne s'appliquait pas parce que, excusez-moi, de 2005 à 2021, on pourrait se dire, attendez, ça fait 16 ans, c'est beaucoup, oui, mais ça, ça ne se prescrit pas.",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9527.76,9559.98,"vous voyez excusez-moi lorsqu'il y a des travaux on a vu ça beaucoup d'ailleurs alors là je m'adresse aux parisiens mais également à ceux qui ne connaissent pas forcément Paris mais tout le monde connait le boulevard Haussmann c'est un immense boulevard avec toutes les banques avec les galeries La Faguette c'est chouette le boulevard Haussmann il y a plusieurs années il y a eu énormément de travaux, ils ont détruit des bâtiments entiers",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9559.98,9592.42,"mais ils ont été obligés de conserver toutes les façades parce que les façades étaient classées monuments historiques alors parfois ils font semblant de c'était pas prévu mais on a tout cassé mais c'était pas prévu bon là il y a des condamnations alors qu'est-ce qui peut faire obstacle à la prescription qu'est-ce qui peut empêcher le délai de prescription de jouer et de vous protéger il y a toute une série d'actions administratifs, judiciaires qui peuvent stopper le délai et le faire repartir à zéro",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9592.42,9624.58,"ça c'est empoisonnant notamment je vous disais tout à l'heure vous devez de l'argent à quelqu'un, au bout d'un certain temps vous ne lui devez plus d'argent alors je ne vais pas vous dire le délai parce que ça dépend de si c'est professionnel, pas professionnel, combien vous lui devez, machin, etc. Les délais varient mais imaginons que ce soit une prescription de 5 ans parce que dans la majorité des cas c'est une prescription de 5 ans au bout de 5 ans vous dites je suis à l'abri, je ne te rembourserai jamais Fantomas car les 5 ans sont écoulés",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9624.58,9670.28,"et là Fantomas vous répond non parce que j'ai fait envoyer une injonction par le tribunal il y a 2 ans et cette injonction que j'ai fait envoyer par le tribunal même si vous ne l'avez pas reçu même si vous ne l'avez pas eu elle fait repartir le délai à 0 il y a toutes sortes d'actions qui permettent de faire repartir les prescriptions à 0 et c'est le cas également ici Certaines actions administratives judiciaires peuvent interrompre le délai et ça redémarre, notamment une mise en demeure ou un arrêté interruptif. Ça stoppe le délai. Ça veut dire que si jamais la mairie vous a envoyé une mise en demeure il y a trois ans, le délai de dix ans, il repart. Vous serez à l'abri que dans sept ans si la mairie ne refait pas une autre mise en demeure.",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9671.28,9701.52,"Également, pour une action judiciaire, une plainte ou un recours devant le tribunal suspend le délai jusqu'à la fin de la procédure. 2020, Bordeaux, un arrêté de mise en demeure pour travaux non conformes en zone nature à 2000 a interrompu le délai de prescription. Une nouvelle période de 10 ans a commencé à courir après l'arrêté. C'est une vraie science, les infractions. Une vraie science. alors les sanctions en cas d'infraction non prescrite",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9701.52,9733.1,"ce sont généralement à peu près les mêmes, les sanctions administratives ce sont les mises en conformité obligatoires l'éventuelle démolition les sanctions pénales toujours les 300 000 euros dont on parlait tout à l'heure 6 mois en cas de récidive on en parlait également tout à l'heure les sanctions civiles là encore, toute personne et s'immense avoir subi un préjudice et arrivant premièrement à chiffrer ce préjudice et à le faire admettre au tribunal peut obtenir réparation dans un délai de 5 ans à compter de la découverte",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9733.1,9764.4,"de l'infraction, mais là c'est du droit civil traditionnel, on n'est donc pas spécifiquement lié à l'urbanisme, c'est du droit civil habituel un petit exemple 2020 à Lille, alors là ça va vous faire marrer, vous allez comprendre pourquoi en 2020, Pierre est toujours là, non ? parce que je ne sais pas si Pierre est toujours là parce que c'est vrai en 2020, un voisin lillois a obtenu 20 000 euros de dommages intérêts pour une perte d'ensoleillement causée par une construction non conforme en 2017",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9764.4,9795.06,"il a réussi à faire croire qu'il avait du soleil avant à Lille et le tribunal a dit d'accord bien entendu, je rigole je rigole on a à peu près terminé je crois les amis alors bien entendu il y a beaucoup plus de détails j'ai d'autres cas, j'ai un cas marseillais j'ai plein de choses pour vous c'est un peu le bazar dans mon machin vous verrez quand vous",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9795.06,9827.42,"récupérez le truc Michel m'avait dit parce que je lui disais tout à l'heure j'étais au téléphone avec lui je lui disais bon j'ai fini mon machin c'est un peu le bazar, je suis pas très content c'est un peu dans le désordre mettez-le dans ChatGPT, il va tout remettre en ordre oui bon d'accord, merci pour ChatGPT j'ai suffisamment essayé ce machin là pour de la génération de contenu c'est n'importe quoi, ça fait que des erreurs, des fautes et pourtant je ne m'y prends pas comme un crétin ChatGPT c'est très bien pour lui faire faire des tâches ultra précises tu prends les cailloux verts, tu les mets dans la boîte verte",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9827.42,9859.18,"c'est tout, après dès qu'il s'agit de générer, tous les cadans breden que nous racontent les journaux qui sont ah mais oui mais il peut écrire un livre à la manière de Marcel Praud c'est ma jeune fille, c'est pas vrai, c'est pas vrai c'est pas vrai, donc le document qu'on vous transférera demain il est très détaillé, très touffu il y a beaucoup de choses tout n'est pas exactement dans le bon ordre et vous verrez que le plan que j'ai fait générer par Word est pas tout à fait bien ordonné mais je préfère ça, vous le foutez dans le chat GPT et me retrouver avec je sais pas quelle connerie dedans mais il y a pas mal de choses",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9859.18,9890.5,"je vous dis, il y a 34 pages on a terminé les amis on a terminé, donc je vais rafraîchir les questions. On va pouvoir les traiter ensemble. Je ne peux pas agrandir ça, non ? Que se passe-t-il si la régularisation n'est pas possible ? On vient de le voir. Dominique doit nous quitter. A très bientôt, mon cher Dominique. Alors ça, c'est Dominique",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9890.5,9920.92,"de Haute-Savoie. Parce qu'on a plein de Dominique. chez nous ce soir. Pierre-Yves Mignot, Saint-Pierre, on est quitté ici. C'est comme l'histoire d'une personne qui achète une maison, il s'aperçoit deux ans après qu'il y a des fissures, il les rebouche et il remet sa maison en vente. Alors, Hugues, ce n'est pas une blague, c'est parce que Hugues a vendu une maison, des fissures sont apparues, l'acquéreur n'est pas content, il veut en torter une action, etc. Et puis Hugues me dit au téléphone il y a à peine quelques jours,",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9920.92,9951.82,"il est gonflé, il a mis un coup de torché et il remet la maison en vente. c'est pas dans le nord dans le sud, c'est pas à Marseille justement c'est dans le 62 c'est dans le Slard alors attendez je vais essayer de remonter pour avoir toutes les questions et vous, vous venez quand dans le nord ? dès que vous m'invitez à bouffer ça c'est facile, c'est simple regardez Géraldine hier Géraldine Grillon me dit on fait une réunion la semaine prochaine tu ne voudrais pas venir ? c'est moi qui fais à manger",https://www.youtube.com/watch?v=kcsHeQfbe-Q
Loi Alur 2024 - L'Urbanisme - 21 novembre 2024,9951.82,9982.54,"j'arrive, je fais à manger hop hop hop faut me réserver une table un rond de serviette je viens tout de suite bon finalement c'est annulé parce que les gens d'Orléans pourront pas être là ce jour là pas de déjeuner chez Géraldine c'est dommage donc dans le nord non mais toute blague mise à part sur le déjeuner on peut organiser une réunion dans le nord si vous voulez Julien si vous estimez que c'est nécessaire vous savez que je viendrai avec beaucoup de plaisir surtout surtout dans le nord pourquoi je dis surtout dans le nord c'est pas que j'aime pas les autres",https://www.youtube.com/watch?v=kcsHeQfbe-Q
